Entity,Management 1,Management 2,Management 3,Management 4,Management 5,Date,Amount
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,10/1/24,2189950
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,10/1/24,841673
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,10/1/24,3721520
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,10/1/24,-237330
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,10/1/24,-118670
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,10/1/24,-237330
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,10/1/24,-118670
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,10/1/24,-830670
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,10/1/24,-237330
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,10/1/24,-237330
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,11/1/24,-3265290
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,11/1/24,-1451240
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,11/1/24,-725620
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,11/1/24,-1088430
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,11/1/24,-435370
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,11/1/24,-290250
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,11/1/24,860070
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,11/1/24,3291400
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,11/1/24,2240670
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,11/1/24,1080867
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,11/1/24,3928240
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,11/1/24,-250920
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,11/1/24,-125460
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,11/1/24,-250920
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,11/1/24,-125460
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,11/1/24,-878200
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,11/1/24,-250920
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,11/1/24,-250920
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,12/1/24,-3482470
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,12/1/24,-1547770
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,12/1/24,-773880
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,12/1/24,-1160820
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,12/1/24,-464330
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,12/1/24,-309550
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,12/1/24,845390
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,12/1/24,3403690
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,12/1/24,2063320
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,12/1/24,1430043
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,12/1/24,3862570
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,12/1/24,-267600
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,12/1/24,-133800
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,12/1/24,-267600
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,12/1/24,-133800
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,12/1/24,-936620
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,12/1/24,-267600
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,12/1/24,-267600
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,1/1/21,-749010
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,1/1/21,-332890
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,1/1/21,-166450
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,1/1/21,-249670
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,1/1/21,-99870
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,1/1/21,-66580
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,1/1/21,216630
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,1/1/21,897850
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,1/1/21,565730
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,1/1/21,99503
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,1/1/21,1047560
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,1/1/21,-60530
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,1/1/21,-30260
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,1/1/21,-60530
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,1/1/21,-30260
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,1/1/21,-302630
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,1/1/21,-60530
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,1/1/21,-60530
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,2/1/21,-726120
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,2/1/21,-322720
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,2/1/21,-161360
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,2/1/21,-242040
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,2/1/21,-96820
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,2/1/21,-64540
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,2/1/21,232370
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,2/1/21,879780
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,2/1/21,526010
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,2/1/21,107650
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,2/1/21,972720
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,2/1/21,-58680
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,2/1/21,-29340
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,2/1/21,-58680
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,2/1/21,-29340
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,2/1/21,-293380
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,2/1/21,-58680
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,2/1/21,-58680
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,3/1/21,-724520
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,3/1/21,-322010
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,3/1/21,-161000
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,3/1/21,-241510
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,3/1/21,-96600
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,3/1/21,-64400
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,3/1/21,217220
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,3/1/21,872090
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,3/1/21,524910
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,3/1/21,114560
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,3/1/21,969460
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,3/1/21,-58550
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,3/1/21,-29270
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,3/1/21,-58550
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,3/1/21,-29270
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,3/1/21,-292740
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,3/1/21,-58550
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,3/1/21,-58550
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,4/1/21,-732710
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,4/1/21,-325650
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,4/1/21,-162830
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,4/1/21,-244240
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,4/1/21,-97690
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,4/1/21,-65130
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,4/1/21,218860
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,4/1/21,842620
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,4/1/21,548660
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,4/1/21,127123
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,4/1/21,968950
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,4/1/21,-59210
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,4/1/21,-29600
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,4/1/21,-59210
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,4/1/21,-29600
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,4/1/21,-296050
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,4/1/21,-59210
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,4/1/21,-59210
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,5/1/21,-757530
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,5/1/21,-336680
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,5/1/21,-168340
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,5/1/21,-252510
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,5/1/21,-101000
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,5/1/21,-67340
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,5/1/21,229110
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,5/1/21,865150
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,5/1/21,538360
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,5/1/21,132547
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,5/1/21,1030480
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,5/1/21,-61210
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,5/1/21,-30610
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,5/1/21,-61210
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,5/1/21,-30610
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,5/1/21,-306070
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,5/1/21,-61210
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,5/1/21,-61210
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,6/1/21,-785790
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,6/1/21,-349240
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,6/1/21,-174620
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,6/1/21,-261930
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,6/1/21,-104770
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,6/1/21,-69850
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,6/1/21,216900
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,6/1/21,871410
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,6/1/21,553780
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,6/1/21,168253
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,6/1/21,1028070
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,6/1/21,-63500
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,6/1/21,-31750
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,6/1/21,-63500
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,6/1/21,-31750
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,6/1/21,-317490
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,6/1/21,-63500
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,6/1/21,-63500
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,7/1/21,-763870
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,7/1/21,-339500
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,7/1/21,-169750
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,7/1/21,-254620
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,7/1/21,-101850
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,7/1/21,-67900
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,7/1/21,214440
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,7/1/21,880180
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,7/1/21,539220
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,7/1/21,149050
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,7/1/21,1005360
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,7/1/21,-61730
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,7/1/21,-30860
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,7/1/21,-61730
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,7/1/21,-30860
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,7/1/21,-308640
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,7/1/21,-61730
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,7/1/21,-61730
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,8/1/21,-772600
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,8/1/21,-343380
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,8/1/21,-171690
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,8/1/21,-257530
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,8/1/21,-103010
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,8/1/21,-68680
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,8/1/21,226280
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,8/1/21,856940
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,8/1/21,558910
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,8/1/21,167113
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,8/1/21,978140
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,8/1/21,-62430
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,8/1/21,-31220
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,8/1/21,-62430
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,8/1/21,-31220
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,8/1/21,-312160
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,8/1/21,-62430
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,8/1/21,-62430
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,9/1/21,-778090
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,9/1/21,-345820
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,9/1/21,-172910
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,9/1/21,-259360
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,9/1/21,-103750
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,9/1/21,-69160
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,9/1/21,217380
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,9/1/21,894460
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,9/1/21,547900
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,9/1/21,175017
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,9/1/21,959000
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,9/1/21,-62880
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,9/1/21,-31440
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,9/1/21,-62880
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,9/1/21,-31440
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,9/1/21,-314380
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,9/1/21,-62880
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,9/1/21,-62880
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,10/1/21,-823140
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,10/1/21,-365840
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,10/1/21,-182920
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,10/1/21,-274380
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,10/1/21,-109750
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,10/1/21,-73170
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,10/1/21,216410
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,10/1/21,862910
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,10/1/21,527320
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,10/1/21,235393
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,10/1/21,1013030
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,10/1/21,-66520
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,10/1/21,-33260
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,10/1/21,-66520
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,10/1/21,-33260
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,10/1/21,-332580
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,10/1/21,-66520
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,10/1/21,-66520
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,11/1/21,-867210
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,11/1/21,-385430
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,11/1/21,-192710
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,11/1/21,-289070
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,11/1/21,-115630
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,11/1/21,-77090
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,11/1/21,215920
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,11/1/21,870570
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,11/1/21,537470
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,11/1/21,286070
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,11/1/21,1021690
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,11/1/21,-70080
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,11/1/21,-35040
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,11/1/21,-70080
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,11/1/21,-35040
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,11/1/21,-350390
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,11/1/21,-70080
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,11/1/21,-70080
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,12/1/21,-954890
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,12/1/21,-424400
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,12/1/21,-212200
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,12/1/21,-318300
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,12/1/21,-127320
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,12/1/21,-84880
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,12/1/21,223470
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,12/1/21,897620
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,12/1/21,562070
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,12/1/21,379773
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,12/1/21,1035660
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,12/1/21,-77160
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,12/1/21,-38580
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,12/1/21,-77160
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,12/1/21,-38580
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,12/1/21,-385810
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,12/1/21,-77160
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,12/1/21,-77160
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,1/1/22,-806280
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,1/1/22,-358350
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,1/1/22,-179170
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,1/1/22,-268760
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,1/1/22,-107500
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,1/1/22,-71670
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,1/1/22,237680
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,1/1/22,946120
